Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Deutsch;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Sport;Schšnheit, Sport;Nein;Ja;Nein;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Schule;Franz_sisch;Verkehr, Logistik;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Deutsch;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Mathematik;Bildung, Soziales;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;mehr Sport;Sport;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Ja;Ja;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Mehr Spass;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Gar nicht gut;weniger Schule;Sport;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;mehr Sport;Ein anderes Fach;Informatik;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;weniger Hausaufgaben;Mathematik;Wirtschaft, Verwaltung;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Schulmaterial soll Schule bezahlen;Keine Angabe;keine Angabe;Ja;Nein;Ja;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;l_ngere Pausen;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;eigenes Klassenzimmer;Englisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Mensa;Mathematik;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;sp_ter beginnen;Ein anderes Fach;Verkauf;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;gewisse Schulf_cher;Ein anderes Fach;Kultur;Ja;Ja;Ja;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Mathematik;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;strenge Regeln;Sport;keine Angabe;Ja;Nein;Ja;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;strenge Regeln;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;alles;Englisch;Wirtschaft, Verwaltung;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Mensa;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;Informatik;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;Klassenklima/ Umgang in Klasse;Sport;Gesundheit;Ja;Ja;Ja;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;Metall, Maschinen;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;15 bis 17 Jahre;Maennlich;Eher gut;anderes;Sport;Schšnheit, Sport;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;Schšnheit, Sport;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Mathematik;Informatik;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;strenge Regeln;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;Fahrzeuge;Nein;Ja;Nein;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Sport;Verkehr, Logistik;Nein;Ja;Nein;Keine Angabe
1;1;Maennlich;2013;Sekundarstufe I;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Sport;Verkehr, Logistik;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Eher gut;langsamer/ einfacher;Englisch;Bildung, Soziales;Ja;Ja;Nein;Keine Angabe
1;1;Weiblich;2013;Sekundarstufe I;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Keine Angabe;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Englisch;Wirtschaft, Verwaltung;Nein;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Weiss nicht;Ein anderes Fach;Natur;Ja;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Mathematik;keine Angabe;Nein;Nein;Ja;Sehr stark
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher nicht gut;gewisse Schulf_cher;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Englisch;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Keine Angabe;anderes;Nein;Ja;Ja;Eher nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;mehr Sport;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Musik;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;WCs;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Sport;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;Wirtschaft, Verwaltung;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;keine Angabe;Nein;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Weiss nicht;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Franz_sisch;Gesundheit;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;anderes;Mathematik;Chemie, Physik;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;weniger Hausaufgaben;Sport;Verkehr, Logistik;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;weniger Hausaufgaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;nichts;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Franz_sisch;Bildung, Soziales;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Gar nicht gut;Schulzeiten/ Stundenplan;Sport;Verkehr, Logistik;Ja;Ja;Ja;Eher stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Deutsch;Gesundheit;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;mehr Sport;Ein anderes Fach;Planung, Konstruktion;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;strenge Regeln;Sport;keine Angabe;Nein;Ja;Ja;Eher nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;Informatik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Franz_sisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;> 18 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Keine Angabe;keine Angabe;Nein;Nein;Nein;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Mensa;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Lehrer erneuern/ wechseln;Musik;Kultur;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;sp_ter beginnen;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Nein;Sehr stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Nein;Nein;Ja;Keine Angabe
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;anderes;Ein anderes Fach;Metall, Maschinen;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;sp_ter beginnen;Ein anderes Fach;Natur;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Planung, Konstruktion;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nichts;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;anderes;Deutsch;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;> 18 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;Planung, Konstruktion;Nein;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;WCs;Ein anderes Fach;Gestaltung, Kunst;Ja;Ja;Ja;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;sp_ter beginnen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Keine Angabe;2013;Primarstufe;Keine Angabe;Keine Angabe;Gar nicht gut;sp_ter beginnen;Ein anderes Fach;Holz, Innenausbau;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;Nahrung;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Deutsch;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;sp_ter beginnen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;nichts;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Sport;anderes;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Ein anderes Fach;Gesundheit;Nein;Ja;Ja;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Mathematik;Schšnheit, Sport;Nein;Nein;Nein;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Musik;keine Angabe;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;Rauchproblem;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Englisch;Verkehr, Logistik;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Sport;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;anderes;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Lehrer erneuern/ wechseln;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher nicht gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2013;Gymnasium;11 bis 14 Jahre;Weiblich;Eher nicht gut;l_ngere Pausen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Sehr gut;ónderungen am Schulhaus (bessere Infrastruktur);Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Rauchproblem;Englisch;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;nichts;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;nichts;Mathematik;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2013;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher gut;nichts;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Franz_sisch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Eher nicht gut;weniger Tests/besser verteilt;Musik;Planung, Konstruktion;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;sp_ter beginnen;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;ónderungen am Schulhaus (bessere Infrastruktur);Sport;keine Angabe;Nein;Nein;Nein;Eher stark
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Sport;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Sehr gut;Mehr Mitspracherecht fôr Schôler;Musik;keine Angabe;Nein;Nein;Nein;Sehr stark
1;1;Weiblich;2013;Primarstufe;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Sport;Schšnheit, Sport;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher nicht gut;Schulzeiten/ Stundenplan;Sport;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2013;Primarstufe;11 bis 14 Jahre;Maennlich;Eher gut;weniger Schule;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
